Pick and Ban Order - LCS 2024 Spring,Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1-2,BP2-3,RP3,RB4,BB4,RB5,BB5,RP4,BP4-5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,SB,VOD


Week 3,Immortals,100 Thieves,0 - 1,2,14.2,Jarvan IV,Kalista,Ashe,Maokai,Karma,Varus,Senna,"Orianna, Aphelios","Jayce, Tahm Kench",Milio,Lillia,Nocturne,Ivern,Aatrox,K'Sante,"Zac, Rell",Poppy,Bot,Mid,Support,Top,Jungle,Mid,Bot,Support,Top,Jungle,SB,https://youtu.be/NncGT1yXElo?t=19
Week 3,FlyQuest,Cloud9,1 - 0,1,14.2,Maokai,Karma,Nocturne,Ashe,Ivern,Kalista,Varus,"Lucian, Milio","Nautilus, Orianna",Rell,Udyr,Azir,Vi,Tristana,Neeko,"K'Sante, Brand",Aatrox,Bot,Support,Mid,Top,Jungle,Bot,Support,Jungle,Mid,Top,SB,https://youtu.be/xa5mgSDBqNk?t=56
Week 3,Dignitas,Team Liquid,0 - 1,2,14.2,Aphelios,Varus,Ashe,Taliyah,Karma,Vi,Kalista,"Udyr, Azir","Renata Glasc, Orianna",Poppy,Gnar,Xayah,Sejuani,Senna,Milio,"Nocturne, Aatrox",Lucian,Bot,Support,Mid,Jungle,Top,Top,Mid,Jungle,Support,Bot,SB,https://youtu.be/b69oRDQ85as?t=1739
Week 3,100 Thieves,FlyQuest,0 - 1,2,14.2,Orianna,Senna,Ashe,K'Sante,Karma,Riven,Kalista,"Varus, Maokai","Renata Glasc, Aatrox",Azir,Vi,Hwei,Nocturne,Soraka,Neeko,"Sylas, Viego",Olaf,Bot,Support,Top,Mid,Jungle,Bot,Jungle,Mid,Support,Top,SB,https://youtu.be/QBmiDueZImM?t=60
Week 3,Shopify Rebellion,Dignitas,0 - 1,2,14.2,Azir,Karma,Orianna,Udyr,Ashe,Brand,Kalista,"Varus, Renata Glasc","Maokai, Senna",Sejuani,Jayce,Corki,Tristana,Yone,Taliyah,"K'Sante, Garen",Gnar,Bot,Jungle,Support,Top,Mid,Bot,Support,Jungle,Mid,Top,SB,https://youtu.be/RBC2oc4i2oc?t=18
Week 3,Team Liquid,NRG,0 - 1,2,14.2,Ivern,Neeko,Kalista,Udyr,Jayce,Karma,Vi,"Senna, K'Sante","Azir, Poppy",Tahm Kench,Ashe,Taliyah,Varus,Brand,Orianna,"Ezreal, Bard",Graves,Jungle,Mid,Top,Bot,Support,Bot,Top,Support,Mid,Jungle,SB,https://youtu.be/1eQZC0iE45M?t=8
Week 3,Cloud9,Immortals,0 - 1,2,14.2,Jayce,Ashe,Kalista,Lucian,Maokai,Akali,Karma,"Ezreal, Orianna","Varus, Rell",Bard,Yone,Trundle,Azir,Nocturne,Ivern,"Tristana, Udyr",Aatrox,Support,Bot,Jungle,Mid,Top,Bot,Mid,Support,Jungle,Top,SB,https://youtu.be/RMiH7GIrsts?t=1809
Week 2,Team Liquid,Immortals,1 - 0,1,14.2,Jayce,Neeko,Kalista,Lucian,Varus,Karma,Udyr,"Vi, Azir","Maokai, Tristana",K'Sante,Ashe,Jhin,Xayah,Milio,Ezreal,"Aphelios, Rakan",Bard,Top,Jungle,Mid,Bot,Support,Jungle,Mid,Top,Bot,Support,SB,https://youtu.be/ah4jeEJpSOA?t=9
Week 2,NRG,FlyQuest,1 - 0,1,14.2,Orianna,Ashe,Vi,Jayce,Karma,Yone,Kalista,"Varus, Corki","K'Sante, Azir",Sejuani,Nautilus,Olaf,Trundle,Aatrox,Darius,"Ivern, Rell",Renata Glasc,Bot,Top,Mid,Jungle,Support,Bot,Mid,Jungle,Top,Support,SB,https://youtu.be/a7dUhIa1cpo?t=9
Week 2,Shopify Rebellion,Cloud9,1 - 0,1,14.2,Ashe,Brand,Azir,Karma,Orianna,Gnar,Udyr,"Aatrox, Kalista","Sion, Lillia",Renata Glasc,Aphelios,Gwen,Xayah,Vi,Maokai,"Varus, Milio",Vayne,Top,Mid,Jungle,Bot,Support,Top,Bot,Support,Jungle,Mid,SB,https://youtu.be/0vDRnHtpdik?t=17
